1,1,4.0
1,3,4.0
1,6,4.0
1,41,5.0
1,56,3.0
1,78,5.0
1,85,4.0
1,103,5.0
1,108,5.0
1,114,5.0
1,154,5.0
1,158,3.0
1,165,5.0
1,169,4.0
1,188,5.0
1,217,3.0
1,230,3.0
1,243,5.0
1,255,4.0
1,258,4.0
1,298,3.0
1,313,4.0
1,340,4.0
1,357,3.0
1,373,5.0
1,384,4.0
1,391,5.0
1,407,4.0
1,408,4.0
1,411,5.0
1,416,5.0
1,436,3.0
1,441,5.0
1,448,3.0
1,472,3.0
1,490,3.0
1,500,4.0
1,554,5.0
1,576,5.0
1,600,3.0
1,610,5.0
1,613,5.0
1,614,3.0
1,615,5.0
1,616,5.0
1,620,4.0
1,631,4.0
1,636,5.0
1,639,5.0
1,644,5.0
1,645,4.0
1,647,5.0
1,650,5.0
1,666,5.0
1,690,5.0
1,691,5.0
1,698,4.0
1,700,5.0
1,701,5.0
1,702,4.0
1,705,2.0
1,706,5.0
1,707,5.0
1,726,5.0
1,732,4.0
1,736,5.0
1,741,5.0
1,744,5.0
1,747,5.0
1,755,5.0
1,759,5.0
1,806,3.0
1,822,3.0
1,851,3.0
1,865,4.0
1,882,4.0
1,890,5.0
1,904,4.0
1,912,5.0
1,914,3.0
1,920,5.0
1,944,5.0
1,946,4.0
1,954,3.0
1,976,3.0
1,1026,4.0
1,1031,4.0
1,1082,4.0
1,1087,5.0
1,1105,5.0
1,1117,4.0
1,1140,4.0
1,1149,4.0
1,1152,5.0
1,1159,4.0
1,1166,4.0
1,1188,3.0
1,1189,4.0
1,1192,4.0
1,1197,4.0
1,1203,5.0
1,1218,5.0
1,1220,4.0
1,1238,4.0
1,1251,4.0
1,1274,2.0
1,1288,4.0
1,1297,5.0
1,1321,5.0
1,1328,2.0
1,1336,5.0
1,1345,4.0
1,1362,5.0
1,1364,2.0
1,1368,5.0
1,1377,4.0
1,1385,3.0
1,1406,4.0
1,1414,5.0
1,1421,4.0
1,1428,4.0
1,1434,5.0
1,1450,3.0
1,1451,5.0
1,1479,5.0
1,1488,5.0
1,1500,4.0
1,1506,4.0
1,1509,4.0
1,1510,5.0
1,1513,4.0
1,1514,4.0
1,1532,5.0
1,1545,5.0
1,1590,4.0
1,1621,5.0
1,1631,5.0
1,1651,5.0
1,1661,4.0
1,1680,5.0
1,1681,5.0
1,1682,5.0
1,1686,5.0
1,1700,4.0
1,1702,5.0
1,1706,5.0
1,1708,5.0
1,1711,4.0
1,1730,5.0
1,1731,5.0
1,1743,5.0
1,1806,4.0
1,1832,3.0
1,1834,3.0
1,1839,5.0
1,1855,5.0
1,1901,5.0
1,1938,4.0
1,1939,4.0
1,1940,5.0
1,1945,5.0
1,1963,4.0
1,1966,4.0
1,1990,4.0
1,2019,5.0
1,2039,4.0
1,2064,5.0
1,2086,5.0
1,2108,5.0
1,2113,4.0
1,2117,4.0
1,2141,5.0
1,2149,4.0
1,2251,4.0
1,2769,5.0
2,243,4.0
2,991,4.5
2,2019,4.0
2,3500,4.0
2,4005,3.5
2,4721,4.0
2,5137,5.0
2,5298,4.5
2,5408,3.0
2,5484,4.0
2,5531,3.0
2,5573,4.0
2,5618,5.0
2,5746,4.0
2,5834,5.0
2,6122,3.5
2,6364,3.0
2,6442,4.0
2,6472,2.0
2,6503,3.5
2,6631,5.0
2,6771,5.0
3,29,0.5
3,373,0.5
3,435,0.5
3,452,0.5
3,467,0.5
3,516,5.0
3,547,0.5
3,660,0.5
3,738,0.5
3,741,3.5
3,762,0.5
3,800,3.0
3,920,4.5
3,1152,0.5
3,1182,0.5
3,1197,2.0
3,1392,0.5
3,1618,5.0
3,1726,4.5
3,1824,0.5
3,2221,0.5
3,2514,5.0
3,2762,0.5
3,2816,5.0
3,3061,5.0
3,3066,4.5
3,3126,5.0
3,3238,0.5
3,3484,5.0
3,3826,4.5
3,3847,5.0
3,5381,5.0
3,5431,0.5
4,20,3.0
4,30,2.0
4,39,3.0
4,41,2.0
4,44,3.0
4,82,4.0
4,93,5.0
4,113,5.0
4,120,3.0
4,125,5.0
4,136,2.0
4,153,5.0
4,157,1.0
4,166,5.0
4,169,2.0
4,178,3.0
4,188,5.0
4,191,5.0
4,217,1.0
4,231,5.0
4,250,5.0
